,0
393,0.04210186671315157
394,0.05098495157320907
395,0.047120958136479124
396,0.04691971579345772
397,0.0497324508523988
398,0.04474054828161402
399,0.042407805893688366
400,0.05649315983209789
401,0.04706402418809933
402,0.04504646971677387
403,0.04664639616822237
404,0.04115308349450827
405,0.04804676872298238
406,0.049359243586217696
407,0.0426545729242934
408,0.04591539423090764
409,0.04948530458143161
410,0.04678395150980262
411,0.04354282736272395
412,0.04880588562115364
413,0.039812290105111434
414,0.061970255215345896
415,0.05365513121627302
416,0.05065655405507943
417,0.05472383473408471
418,0.04940714932684653
419,0.05117766273511406
420,0.05057926795844663
421,0.04233854764160667
422,0.045826650111004084
423,0.05710157071988663
424,0.05163190661684028
425,0.04915212559913842
426,0.05962555726992636
427,0.047256581744758545
428,0.05519134082255788
429,0.04497237692544401
430,0.05155264250037087
431,0.05598138811053824
432,0.06215424119444151
433,0.052058835759961015
434,0.05005517999103691
435,0.05020231864437782
436,0.05391566461694473
437,0.05577738479535523
438,0.053454820668492775
439,0.044172806781850156
440,0.04983858567236585
441,0.04899544559749412
442,0.04491205876421313
443,0.06067039996669188
444,0.061544768574023925
445,0.0515576989089571
446,0.04276542036991441
447,0.05830371032268618
448,0.042233032555195484
449,0.04861134987580205
450,0.05250081823924214
451,0.04617707714659675
452,0.05652341417465733
453,0.05800435495659364
454,0.04688407945264776
455,0.06469722805419803
456,0.0511876004960411
457,0.04650763055669951
458,0.04752130236260635
459,0.05847334440114226
460,0.06543464546747357
461,0.04960897767483497
462,0.05679966729800426
463,0.05885266570369615
464,0.06153815026836507
465,0.05007283962610969
466,0.0629021072532088
467,0.057405337213582305
468,0.04681199850841698
469,0.05931185990786411
470,0.06612534152823904
471,0.06032462958387319
472,0.06429393024924257
473,0.05588021990092763
474,0.0662381843242666
475,0.08998008979400728
476,0.06822109205463209
477,0.07173611700183091
478,0.05265343151938121
479,0.06996376364851074
480,0.08160313728123529
481,0.0599368908121721
482,0.06284475890422316
483,0.061987784885715394
484,0.06774211518116773
485,0.059823129689184316
486,0.0483385642342765
487,0.0669229188538991
488,0.0708226580088652
489,0.07112703900258735
490,0.08094691820992192
491,0.08056088577554092
492,0.06158398866451692
493,0.07150322770981705
494,0.06095999736115455
495,0.07197472957542404
496,0.05992263652970975
497,0.06415823810867449
498,0.0652296428038888
499,0.09439289397941196
